ID,LENGTH
TX5-INV2-STR10,-159
TX5-INV4-STR29,-159
TX5-INV8-STR1,-159
TX5-INV9-STR1,-159
TX5-INV11-STR1,-159
TX5-INV11-STR27,-159
TX5-INV12-STR26,-159
TX5-INV19-STR1,-159
TX5-INV21-STR28,-159
TX6-INV3-STR28,159
TX6-INV4-STR22,159
TX6-INV4-STR25,-159
TX6-INV5-STR20,159
TX6-INV6-STR24,159
TX6-INV11-STR18,159
TX6-INV12-STR3,-159
TX6-INV12-STR11,159
TX6-INV12-STR26,-159
TX6-INV13-STR14,159
TX6-INV14-STR28,-159
TX1-INV2-STR8,-158
TX1-INV3-STR3,158
TX1-INV3-STR11,-158
TX1-INV4-STR13,-158
TX1-INV5-STR14,-158
TX1-INV6-STR15,-158
TX1-INV14-STR17,158
TX1-INV15-STR6,-158
TX1-INV16-STR6,-158
TX1-INV19-STR4,-158
TX1-INV20-STR23,-158
TX1-INV21-STR24,-158
TX1-INV22-STR15,-158
TX1-INV23-STR16,-158
TX1-INV24-STR20,-158
TX1-INV25-STR23,-158
TX2-INV3-STR17,-158
TX2-INV4-STR21,-158
TX2-INV5-STR10,-158
TX2-INV9-STR6,-158
TX2-INV10-STR12,-158
TX2-INV11-STR5,-158
TX2-INV12-STR9,-158
TX2-INV13-STR10,-158
TX2-INV17-STR7,-158
TX2-INV17-STR27,-158
TX2-INV18-STR16,-158
TX2-INV19-STR11,-158
TX2-INV20-STR15,-158
TX2-INV21-STR21,-158
TX2-INV22-STR13,-158
TX2-INV23-STR16,-158
TX2-INV24-STR18,-158
TX3-INV3-STR24,-158
TX3-INV5-STR17,-158
TX3-INV7-STR30,-158
TX3-INV8-STR22,-158
TX3-INV9-STR23,-158
TX3-INV10-STR14,158
TX3-INV10-STR23,-158
TX3-INV11-STR24,-158
TX3-INV12-STR25,-158
TX3-INV14-STR17,-158
TX3-INV17-STR19,158
TX4-INV15-STR2,-158
TX4-INV27-STR21,-158
TX5-INV2-STR26,-158
TX5-INV3-STR4,-158
TX5-INV3-STR20,-158
TX6-INV3-STR26,-158
TX6-INV4-STR20,-158
TX6-INV5-STR18,-158
TX6-INV6-STR22,-158
TX6-INV10-STR16,-158
TX6-INV11-STR19,-158
TX6-INV12-STR12,-158
TX6-INV12-STR23,158
TX6-INV13-STR5,158
TX6-INV13-STR15,-158
TX6-INV13-STR27,158
TX6-INV14-STR16,-158
TX6-INV14-STR26,158
TX1-INV3-STR5,-157
TX1-INV4-STR6,-157
TX1-INV11-STR3,-157
TX1-INV13-STR3,-157
TX1-INV14-STR18,-157
TX2-INV18-STR17,157
TX3-INV1-STR12,-157
TX3-INV10-STR12,-157
TX3-INV13-STR16,-157
TX3-INV20-STR5,-157
TX4-INV9-STR4,-157
TX4-INV12-STR1,-157
TX4-INV15-STR18,-157
TX4-INV17-STR2,-157
TX4-INV26-STR6,-157
TX5-INV2-STR9,-157
TX6-INV12-STR25,-157
TX6-INV14-STR27,-157
TX1-INV1-STR1,156
TX1-INV1-STR3,-156
TX1-INV3-STR2,156
TX1-INV4-STR3,156
TX1-INV4-STR24,156
TX1-INV6-STR6,156
TX2-INV8-STR16,-156
TX2-INV9-STR2,156
TX2-INV9-STR19,156
TX2-INV10-STR4,156
TX2-INV12-STR3,156
TX2-INV12-STR20,156
TX2-INV13-STR2,156
TX2-INV13-STR21,156
TX2-INV14-STR2,156
TX2-INV19-STR24,156
TX2-INV23-STR28,156
TX2-INV24-STR29,156
TX3-INV3-STR23,-156
TX3-INV7-STR29,-156
TX3-INV15-STR29,156
TX4-INV3-STR5,-156
TX4-INV4-STR2,-156
TX4-INV4-STR18,-156
TX4-INV5-STR4,-156
TX4-INV6-STR6,-156
TX4-INV9-STR20,-156
TX4-INV16-STR6,-156
TX4-INV16-STR22,-156
TX4-INV17-STR16,-156
TX4-INV18-STR11,-156
TX5-INV2-STR25,-156
TX5-INV3-STR3,-156
TX5-INV16-STR10,-156
TX5-INV22-STR27,-156
TX5-INV23-STR23,-156
TX5-INV24-STR2,-156
TX6-INV13-STR4,156
TX6-INV13-STR7,-156
TX6-INV13-STR29,-156
TX6-INV14-STR7,156
TX6-INV15-STR22,-156
TX6-INV20-STR8,-156
TX6-INV21-STR2,-156
TX1-INV1-STR17,-155
TX1-INV2-STR3,-155
TX1-INV2-STR19,155
TX1-INV4-STR5,-155
TX1-INV5-STR5,155
TX1-INV5-STR25,155
TX1-INV9-STR26,-155
TX1-INV13-STR2,-155
TX1-INV19-STR29,155
TX1-INV20-STR14,155
TX1-INV20-STR29,155
TX1-INV21-STR29,155
TX1-INV22-STR24,-155
TX2-INV10-STR9,155
TX2-INV11-STR17,155
TX2-INV12-STR5,-155
TX2-INV13-STR4,-155
TX2-INV13-STR23,-155
TX2-INV14-STR4,-155
TX2-INV17-STR10,155
TX2-INV18-STR15,-155
TX2-INV20-STR5,155
TX2-INV20-STR28,155
TX2-INV21-STR10,155
TX2-INV22-STR3,155
TX2-INV22-STR25,155
TX2-INV23-STR6,155
TX2-INV24-STR9,155
TX3-INV1-STR6,-155
TX3-INV1-STR29,-155
TX3-INV7-STR5,-155
TX3-INV14-STR28,155
TX4-INV5-STR20,-155
TX4-INV6-STR22,-155
TX4-INV7-STR8,-155
TX4-INV7-STR24,-155
TX4-INV8-STR2,-155
TX4-INV8-STR18,-155
TX4-INV9-STR3,-155
TX5-INV3-STR19,-155
TX5-INV6-STR18,-155
TX5-INV7-STR4,-155
TX5-INV15-STR29,-155
TX5-INV18-STR23,-155
TX5-INV23-STR6,-155
TX5-INV23-STR24,155
TX5-INV24-STR3,155
TX5-INV24-STR20,-155
TX5-INV25-STR27,-155
TX6-INV2-STR29,155
TX6-INV3-STR16,155
TX6-INV13-STR26,155
TX6-INV14-STR9,-155
TX6-INV18-STR4,-155
TX6-INV18-STR20,-155
TX6-INV19-STR6,-155
TX6-INV19-STR22,-155
TX6-INV20-STR24,-155
TX6-INV21-STR18,-155
TX6-INV22-STR4,-155
TX1-INV1-STR2,-154
TX1-INV1-STR18,154
TX1-INV2-STR1,154
TX1-INV2-STR21,-154
TX1-INV3-STR4,-154
TX1-INV4-STR26,-154
TX1-INV5-STR7,-154
TX1-INV5-STR27,-154
TX1-INV6-STR8,-154
TX1-INV9-STR8,-154
TX1-INV9-STR27,154
TX1-INV11-STR28,-154
TX1-INV16-STR2,154
TX1-INV21-STR15,154
TX1-INV22-STR25,154
TX2-INV1-STR8,-154
TX2-INV3-STR8,154
TX2-INV4-STR10,154
TX2-INV9-STR1,154
TX2-INV9-STR3,-154
TX2-INV9-STR18,154
TX2-INV9-STR21,-154
TX2-INV10-STR3,154
TX2-INV10-STR6,-154
TX2-INV10-STR23,-154
TX2-INV11-STR19,-154
TX2-INV12-STR2,154
TX2-INV12-STR19,154
TX2-INV12-STR22,-154
TX2-INV13-STR1,154
TX2-INV13-STR20,154
TX2-INV14-STR1,154
TX2-INV14-STR22,-154
TX2-INV15-STR3,-154
TX2-INV15-STR15,-154
TX2-INV16-STR2,-154
TX2-INV19-STR22,-154
TX2-INV20-STR3,-154
TX2-INV20-STR26,-154
TX2-INV21-STR8,-154
TX2-INV22-STR23,-154
TX2-INV23-STR4,-154
TX2-INV23-STR26,-154
TX2-INV24-STR7,-154
TX2-INV24-STR27,-154
TX3-INV6-STR28,-154
TX3-INV7-STR27,-154
TX3-INV10-STR29,154
TX3-INV13-STR27,154
TX3-INV14-STR26,-154
TX3-INV15-STR27,-154
TX3-INV15-STR28,154
TX4-INV2-STR25,-154
TX4-INV4-STR1,-154
TX4-INV4-STR17,-154
TX4-INV9-STR19,-154
TX4-INV10-STR22,-154
TX4-INV16-STR5,-154
TX4-INV16-STR21,-154
TX4-INV17-STR1,-154
TX4-INV17-STR15,-154
TX4-INV18-STR10,-154
TX4-INV19-STR23,-154
TX4-INV20-STR23,-154
TX4-INV21-STR26,-154
TX4-INV22-STR28,-154
TX5-INV4-STR6,-154
TX5-INV4-STR22,-154
TX5-INV5-STR8,-154
TX5-INV6-STR2,-154
TX5-INV7-STR20,-154
TX5-INV9-STR8,-154
TX5-INV10-STR2,-154
TX5-INV11-STR4,-154
TX5-INV11-STR20,-154
TX5-INV12-STR14,-154
TX5-INV15-STR15,-154
TX5-INV19-STR10,-154
TX5-INV19-STR26,-154
TX5-INV20-STR13,-154
TX5-INV20-STR29,-154
TX5-INV21-STR8,-154
TX5-INV21-STR24,-154
TX5-INV22-STR11,-154
TX5-INV22-STR26,-154
TX5-INV23-STR22,-154
TX5-INV24-STR1,-154
TX5-INV24-STR21,154
TX6-INV2-STR27,-154
TX6-INV3-STR14,-154
TX6-INV13-STR6,-154
TX6-INV13-STR28,-154
TX6-INV14-STR6,154
TX6-INV15-STR21,-154
TX6-INV16-STR2,-154
TX6-INV16-STR16,-154
TX6-INV17-STR2,-154
TX6-INV17-STR18,-154
TX6-INV21-STR1,-154
TX1-INV1-STR16,-153
TX1-INV2-STR18,153
TX1-INV4-STR23,153
TX1-INV5-STR4,153
TX1-INV5-STR24,153
TX1-INV6-STR5,153
TX1-INV9-STR9,153
TX1-INV9-STR25,-153
TX1-INV10-STR6,-153
TX1-INV12-STR14,-153
TX1-INV13-STR22,-153
TX1-INV16-STR21,153
TX1-INV18-STR26,-153
TX1-INV19-STR13,-153
TX1-INV19-STR27,-153
TX1-INV20-STR12,-153
TX1-INV20-STR27,-153
TX1-INV20-STR28,153
TX1-INV21-STR13,-153
TX1-INV21-STR27,-153
TX1-INV21-STR28,153
TX1-INV22-STR23,-153
TX1-INV23-STR6,153
TX1-INV23-STR28,153
